Фирма,Область,Город,Дата накл,Факт.адрес доставки,Юр. адрес клиента,Клиент,Код клиента,Код подразд кл,ОКПО клиента,Лицензия,Дата окончания лицензии,Код товара,Штрих-код товара,Товар,Код мориона,ЕИ,Производитель,Поставщик,Количество,Склад/филиал
"ТОВ ""БаДМ""",КИЕВСКАЯ,КАГАРЛЫК,10/1/2021,"Київська обл., Обухівський р-н, м.Кагарлик, вул.Каштанова, 6-2","Дніпропетровська обл., Магдалинівський район, селище міського типу Магдалинівка, ВУЛИЦЯ НАБЕРЕЖНА, будинок 1","ФАРМСІТІ , ПП",22363,22363_7,36865025,АВ №527838,3/5/2060,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КАЛИНОВКА,10/7/2021,"смт Калинівка, вул.Центральна (Леніна), 36-В","Київська обл.,Києво-Святошинський р-н, м.Вишневе, вул.Святоюріївська,буд.11оф.1","СМАРТ-ФАРМАЦІЯ , ТОВ",35986,35986_24,39669610,АЕ №637363,12/31/2025,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КАЛИНОВКА,10/11/2021,"смт Калинівка, вул.Центральна (Леніна), 36-В","Київська обл.,Києво-Святошинський р-н, м.Вишневе, вул.Святоюріївська,буд.11оф.1","СМАРТ-ФАРМАЦІЯ , ТОВ",35986,35986_24,39669610,АЕ №637363,12/31/2025,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КАЛИНОВКА,10/13/2021,"смт Калинівка, вул.Центральна (Леніна), 36-В","Київська обл.,Києво-Святошинський р-н, м.Вишневе, вул.Святоюріївська,буд.11оф.1","СМАРТ-ФАРМАЦІЯ , ТОВ",35986,35986_24,39669610,АЕ №637363,12/31/2025,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КАЛИНОВКА,10/5/2021,"смт Калинівка, вул.Центральна (Леніна), 36-В","Київська обл.,Києво-Святошинський р-н, м.Вишневе, вул.Святоюріївська,буд.11оф.1","СМАРТ-ФАРМАЦІЯ , ТОВ",35986,35986_24,39669610,АЕ №637363,12/31/2025,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/12/2021,"м.Київ,б-р Івана Лепсе,40а,каб.31","м.Київ,б-р Івана Лепсе,40а,каб.31","""Нейро-Аптека"", ТОВ",36075,36075_1,39504918,АЕ №637342,12/31/2060,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/4/2021,"м.Київ, вул.Артема, 57, гр.н/п №1","Дніпропетровська обл., м.Дніпро, УЗВІЗ СЕЛЯНСЬКИЙ, буд.3-А","І.К.ВЕЛ, ТОВ",20871,20871_82,36439904,АЕ №194176,5/20/2030,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",2,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/6/2021,"Київ, вул.Закревського, буд. 93-а","Дніпропетровська обл., м.Дніпро, УЗВІЗ СЕЛЯНСЬКИЙ, буд.3-А","І.К.ВЕЛ, ТОВ",20871,20871_94,36439904,АЕ №194176,5/20/2030,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/5/2021,"Київ, вул.Закревського, буд. 93-а","Дніпропетровська обл., м.Дніпро, УЗВІЗ СЕЛЯНСЬКИЙ, буд.3-А","І.К.ВЕЛ, ТОВ",20871,20871_94,36439904,АЕ №194176,5/20/2030,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/8/2021,"м.Київ, вул.Булаховського, 5-Д, прим.161","м.Київ, вул.Галицька, б.13","ІНКО-ТРЕЙД, ТОВ, м.Київ",27148,27148_3,34294488,АВ №579856,12/31/2026,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/1/2021,"Київська обл., м.Біла Церква, вул.Леваневського, 53а, прим.2","м.Київ,проспект Лісовий,буд.39-А","АВ ЛІКИ, ТОВ",45719,45719_5,43522461,б/н,12/31/2060,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/13/2021,"Київська обл., м.Біла Церква, вул.Леваневського, 53а, прим.2","м.Київ,проспект Лісовий,буд.39-А","АВ ЛІКИ, ТОВ",45719,45719_5,43522461,б/н,12/31/2060,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",3,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/1/2021,"м.Київ, вул.Якубовського Маршала,4, прим.1","м.Київ, Проспект Лісовий, будинок 39А","АВ Фармтрейд, ТОВ",41307,41307_7,41472099,б/н,10/19/2050,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/11/2021,"м.Київ, б-р Шамо Ігоря, 3, прим.75-76","м.Київ, Проспект Лісовий, будинок 39А","АВ Фармтрейд, ТОВ",41307,41307_37,41472099,б/н,10/19/2050,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/4/2021,"м.Київ, вул.Якубовського Маршала,4, прим.1","м.Київ, Проспект Лісовий, будинок 39А","АВ Фармтрейд, ТОВ",41307,41307_7,41472099,б/н,10/19/2050,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",3,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/6/2021,"Київ,вул.А.Шептицького Митрополита (вул.Луначарського), 24, прим.297","м.Київ, Проспект Лісовий, будинок 39А","АВ Фармтрейд, ТОВ",41307,41307_10,41472099,б/н,10/19/2050,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",4,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/5/2021,"Київ,вул.А.Шептицького Митрополита (вул.Луначарського), 24, прим.297","м.Київ, Проспект Лісовий, будинок 39А","АВ Фармтрейд, ТОВ",41307,41307_10,41472099,б/н,10/19/2050,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",3,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/5/2021,"м.Київ, вул.Якубовського Маршала,4, прим.1","м.Київ, Проспект Лісовий, будинок 39А","АВ Фармтрейд, ТОВ",41307,41307_7,41472099,б/н,10/19/2050,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",3,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/4/2021,"м.Київ, вул.Лятошинського композитора, 18, прим.3","місто Київ, вул.Тимошенка Маршала, будинок 9","АЙ ПІ ЛІКИ, ТОВ",43788,43788_20,42802633,б/н,3/21/2060,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/8/2021,"м.Київ, вул.Архипенка Олександра, 4, прим.37","місто Київ, вул.Тимошенка Маршала, будинок 9","АЙ ПІ ЛІКИ, ТОВ",43788,43788_29,42802633,б/н,3/21/2060,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/6/2021,"м.Київ, вул.Полярна, 8-А","місто Київ, вул.Тимошенка Маршала, будинок 9","АЙ ПІ ЛІКИ, ТОВ",43788,43788_27,42802633,б/н,3/21/2060,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/4/2021,"м.Київ, вул.Полярна, 8-А","місто Київ, вул.Тимошенка Маршала, будинок 9","АЙ ПІ ЛІКИ, ТОВ",43788,43788_27,42802633,б/н,3/21/2060,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Киев Андакта Сводный
"ТОВ ""БаДМ""",КИЕВСКАЯ,КИЕВ,10/5/2021,"м.Київ, вул.Полярна, 8-А","місто Київ, вул.Тимошенка Маршала, будинок 9","АЙ ПІ ЛІКИ, ТОВ",43788,43788_27,42802633,б/н,3/21/2060,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Киев Андакта Сводный
